Pool,Pool Notes,Application,Window,Foreground Begin (Unix Time),Foreground End (Unix Time)
,,Google Chrome,New Tab,"1,493,579,001.24","1,493,579,011.15"
,,Google Chrome,PUBLIC LaTeX documents - Google Search,"1,493,579,012.15","1,493,579,020.07"
,,Google Chrome,PUBLIC journal LaTeX documents - Google Search,"1,493,579,021.06","1,493,579,034.93"
,,Google Chrome,LaTeX Templates » Academic Journals,"1,493,579,035.92","1,493,579,038.89"
,,Google Chrome,MDPI | Preparing Manuscripts in LaTeX,"1,493,579,039.88","1,493,579,055.69"
,,Google Chrome,Untitled,"1,493,579,056.68","1,493,579,058.66"
,,Google Chrome,LaTeX Templates » Academic Journals,"1,493,579,060.64","1,493,579,071.53"
,,Google Chrome,MDPI | Preparing Manuscripts in LaTeX,"1,493,579,072.52","1,493,579,073.52"
,,Google Chrome,TeX on Mac OS X wiki,"1,493,579,074.51","1,493,579,078.46"
,,Google Chrome,» Guidelines for Final Copy Public Journal,"1,493,579,079.45","1,493,579,082.40"
,,Google Chrome,Fwd: [Cacslist] CFP - Archive/Anarchive/Counter-Archive (Public #57) - info@palumbomichael.com - Michael Palumbo Mail,"1,493,579,083.39","1,493,579,087.35"
,,Google Chrome,(12) Facebook,"1,493,579,088.34","1,493,579,123.02"
,,Google Chrome,New Tab,"1,493,579,124.01","1,493,579,125.99"
,,Google Chrome,acm latex - Google Search,"1,493,579,126.98","1,493,579,131.93"
,,Google Chrome,(12) Facebook,"1,493,579,132.93","1,493,579,189.42"
,,Google Chrome,Event: LaTeX: A Document Preparation System Workshop | UCLA Cotsen Institute of Archaeology,"1,493,579,192.39","1,493,579,194.37"
,,Google Chrome,(12) Facebook,"1,493,579,195.36","1,493,579,196.35"
,,Google Chrome,LaTeX: A Document Preparation System (2nd Edition): Leslie Lamport: 0785342529838: Books - Amazon.ca,"1,493,579,197.35","1,493,579,198.33"
,,Google Chrome,Introduction to LaTeX,"1,493,579,199.33","1,493,579,200.32"
,,Google Chrome,(12) Facebook,"1,493,579,201.31","1,493,579,206.26"
,,Google Chrome,Fwd: [Cacslist] CFP - Archive/Anarchive/Counter-Archive (Public #57) - info@palumbomichael.com - Michael Palumbo Mail,"1,493,579,207.25","1,493,579,211.22"
,,TextEdit,,"1,493,579,212.20","1,493,579,531.53"
,,TextEdit,version_control.txt,"1,493,579,212.20","1,493,579,244.93"
Paper,,TextEdit,,"1,493,579,212.20","1,493,579,531.53"
TextEdit,,,,"1,493,579,212.20","1,493,579,531.53"
TextEdit,,TextEdit,,"1,493,579,212.20","1,493,579,531.53"
,,TextEdit,proposal.txt,"1,493,579,245.93","1,493,579,252.87"
,,TextEdit,version_control.txt,"1,493,579,253.87","1,493,579,531.53"
,,Dictionary,,"1,493,579,532.51","1,493,579,541.43"
,,Dictionary,Dictionary (2 found),"1,493,579,532.51","1,493,579,533.50"
Paper,,Dictionary,,"1,493,579,532.51","1,493,579,541.43"
,,Dictionary,Dictionary (1 found),"1,493,579,534.49","1,493,579,541.43"
,,TextEdit,,"1,493,579,542.42","1,493,579,788.19"
,,TextEdit,version_control.txt,"1,493,579,542.42","1,493,579,788.19"
Paper,,TextEdit,,"1,493,579,542.42","1,493,579,788.19"
TextEdit,,,,"1,493,579,542.42","1,493,579,788.19"
TextEdit,,TextEdit,,"1,493,579,542.42","1,493,579,788.19"
,,Terminal,,"1,493,579,789.18","1,493,579,827.87"
,,Terminal,paper — bash — 80×24,"1,493,579,789.18","1,493,579,793.15"
Terminal,,,,"1,493,579,789.18","1,493,579,827.87"
Terminal,,Terminal,,"1,493,579,789.18","1,493,579,827.87"
Paper,,Terminal,,"1,493,579,789.18","1,493,579,827.87"
,,Terminal,paper — less — 80×24,"1,493,579,794.14","1,493,579,827.87"
,,TextEdit,,"1,493,579,828.86","1,493,579,840.76"
,,TextEdit,version_control.txt,"1,493,579,828.86","1,493,579,840.76"
Paper,,TextEdit,,"1,493,579,828.86","1,493,579,840.76"
TextEdit,,,,"1,493,579,828.86","1,493,579,840.76"
TextEdit,,TextEdit,,"1,493,579,828.86","1,493,579,840.76"
,,Terminal,,"1,493,579,841.75","1,493,579,895.33"
,,Terminal,paper — less — 80×24,"1,493,579,841.75","1,493,579,844.73"
Terminal,,,,"1,493,579,841.75","1,493,579,895.33"
Terminal,,Terminal,,"1,493,579,841.75","1,493,579,895.33"
Paper,,Terminal,,"1,493,579,841.75","1,493,579,895.33"
,,Terminal,paper — bash — 80×24,"1,493,579,845.72","1,493,579,895.33"
,,Google Chrome,,"1,493,579,896.32","1,493,579,905.24"
,,Google Chrome,» Guidelines for Final Copy Public Journal,"1,493,579,896.32","1,493,579,899.29"
Paper,,Google Chrome,,"1,493,579,896.32","1,493,579,905.24"
,,Google Chrome,» SUBMISSIONS Public Journal,"1,493,579,900.29","1,493,579,902.27"
,,Google Chrome,» Call for Papers Public Journal,"1,493,579,903.26","1,493,579,905.24"
,,Terminal,,"1,493,579,906.23","1,493,579,937.93"
,,Terminal,paper — bash — 80×24,"1,493,579,906.23","1,493,579,923.08"
Terminal,,,,"1,493,579,906.23","1,493,579,937.93"
Terminal,,Terminal,,"1,493,579,906.23","1,493,579,937.93"
Paper,,Terminal,,"1,493,579,906.23","1,493,579,937.93"
,,Terminal,paper — git-remote-https — 80×24,"1,493,579,924.07","1,493,579,925.06"
,,Terminal,paper — git — 80×24,"1,493,579,926.04","1,493,579,934.95"
,,Terminal,paper — bash — 80×24,"1,493,579,935.94","1,493,579,937.93"
,,Google Chrome,,"1,493,579,938.92","1,493,579,940.90"
,,Google Chrome,» Call for Papers Public Journal,"1,493,579,938.92","1,493,579,940.90"
Paper,,Google Chrome,,"1,493,579,938.92","1,493,579,940.90"
,,Terminal,,"1,493,579,941.89","1,493,579,942.88"
,,Terminal,paper — bash — 80×24,"1,493,579,941.89","1,493,579,942.88"
Terminal,,,,"1,493,579,941.89","1,493,579,942.88"
Terminal,,Terminal,,"1,493,579,941.89","1,493,579,942.88"
Paper,,Terminal,,"1,493,579,941.89","1,493,579,942.88"
,,TextEdit,,"1,493,579,943.87","1,493,579,945.86"
,,TextEdit,version_control.txt,"1,493,579,943.87","1,493,579,945.86"
Paper,,TextEdit,,"1,493,579,943.87","1,493,579,945.86"
TextEdit,,,,"1,493,579,943.87","1,493,579,945.86"
TextEdit,,TextEdit,,"1,493,579,943.87","1,493,579,945.86"
,,Terminal,,"1,493,579,946.85","1,493,579,952.80"
Terminal,,,,"1,493,579,946.85","1,493,579,952.80"
Terminal,,Terminal,,"1,493,579,946.85","1,493,579,952.80"
Paper,,Terminal,,"1,493,579,946.85","1,493,579,952.80"
,,Terminal,paper — less — 80×24,"1,493,579,947.84","1,493,579,952.80"
,,TextEdit,,"1,493,579,953.79","1,493,579,999.40"
,,TextEdit,version_control.txt,"1,493,579,953.79","1,493,579,999.40"
Paper,,TextEdit,,"1,493,579,953.79","1,493,579,999.40"
TextEdit,,,,"1,493,579,953.79","1,493,579,999.40"
TextEdit,,TextEdit,,"1,493,579,953.79","1,493,579,999.40"
,,Google Chrome,,"1,493,580,000.40","1,493,580,014.27"
,,Google Chrome,Resolving a merge conflict using the command line - User Documentation,"1,493,580,000.40","1,493,580,007.34"
Paper,,Google Chrome,,"1,493,580,000.40","1,493,580,014.27"
,,Google Chrome,Background,"1,493,580,008.33","1,493,580,014.27"
,,TextEdit,,"1,493,580,015.26","1,493,580,031.12"
,,TextEdit,version_control.txt,"1,493,580,015.26","1,493,580,031.12"
Paper,,TextEdit,,"1,493,580,015.26","1,493,580,031.12"
TextEdit,,,,"1,493,580,015.26","1,493,580,031.12"
TextEdit,,TextEdit,,"1,493,580,015.26","1,493,580,031.12"
,,Google Chrome,,"1,493,580,032.11","1,493,580,033.10"
,,Google Chrome,Background,"1,493,580,032.11","1,493,580,033.10"
Paper,,Google Chrome,,"1,493,580,032.11","1,493,580,033.10"
,,TextEdit,,"1,493,580,034.09","1,493,580,045.00"
,,TextEdit,version_control.txt,"1,493,580,034.09","1,493,580,045.00"
Paper,,TextEdit,,"1,493,580,034.09","1,493,580,045.00"
TextEdit,,,,"1,493,580,034.09","1,493,580,045.00"
TextEdit,,TextEdit,,"1,493,580,034.09","1,493,580,045.00"
,,Terminal,,"1,493,580,045.98","1,493,580,134.25"
,,Terminal,paper — less — 80×24,"1,493,580,045.98","1,493,580,046.98"
Terminal,,,,"1,493,580,045.98","1,493,580,134.25"
Terminal,,Terminal,,"1,493,580,045.98","1,493,580,134.25"
Paper,,Terminal,,"1,493,580,045.98","1,493,580,134.25"
,,Terminal,paper — bash — 80×24,"1,493,580,047.97","1,493,580,133.25"
,,TextEdit,,"1,493,580,135.24","1,493,580,143.17"
,,TextEdit,version_control.txt,"1,493,580,135.24","1,493,580,143.17"
Paper,,TextEdit,,"1,493,580,135.24","1,493,580,143.17"
TextEdit,,,,"1,493,580,135.24","1,493,580,143.17"
TextEdit,,TextEdit,,"1,493,580,135.24","1,493,580,143.17"
,,Scrivener,,"1,493,580,144.16","1,493,580,149.12"
Paper,,Scrivener,,"1,493,580,144.16","1,493,580,149.12"
,,Scrivener,"Version Control, Social Systems, and Performance - Untitled","1,493,580,145.15","1,493,580,147.13"
,,Scrivener,"Version Control, Social Systems, and Performance - When working on a project, the ability to keep track","1,493,580,148.12","1,493,580,149.12"
,,TextEdit,,"1,493,580,150.11","1,493,580,155.06"
,,TextEdit,version_control.txt,"1,493,580,150.11","1,493,580,155.06"
Paper,,TextEdit,,"1,493,580,150.11","1,493,580,155.06"
TextEdit,,,,"1,493,580,150.11","1,493,580,155.06"
TextEdit,,TextEdit,,"1,493,580,150.11","1,493,580,155.06"
,,Scrivener,,"1,493,580,156.06","1,493,580,160.02"
,,Scrivener,"Version Control, Social Systems, and Performance - When working on a project, the ability to keep track","1,493,580,156.06","1,493,580,160.02"
Paper,,Scrivener,,"1,493,580,156.06","1,493,580,160.02"
,,TextEdit,,"1,493,580,161.01","1,493,580,343.44"
,,TextEdit,version_control.txt,"1,493,580,161.01","1,493,580,227.47"
Paper,,TextEdit,,"1,493,580,161.01","1,493,580,343.44"
TextEdit,,,,"1,493,580,161.01","1,493,580,343.44"
TextEdit,,TextEdit,,"1,493,580,161.01","1,493,580,343.44"
,,TextEdit,proposal.txt,"1,493,580,228.46","1,493,580,234.40"
,,TextEdit,version_control.txt,"1,493,580,235.39","1,493,580,343.44"
,,Scrivener,,"1,493,580,344.43","1,493,580,351.37"
,,Scrivener,"Version Control, Social Systems, and Performance - When working on a project, the ability to keep track","1,493,580,344.43","1,493,580,351.37"
Paper,,Scrivener,,"1,493,580,344.43","1,493,580,351.37"
,,TextEdit,,"1,493,580,352.36","1,493,580,762.72"
,,TextEdit,version_control.txt,"1,493,580,352.36","1,493,580,397.96"
Paper,,TextEdit,,"1,493,580,352.36","1,493,580,762.72"
TextEdit,,,,"1,493,580,352.36","1,493,580,762.72"
TextEdit,,TextEdit,,"1,493,580,352.36","1,493,580,762.72"
,,TextEdit,proposal.txt,"1,493,580,398.94","1,493,580,422.73"
,,TextEdit,version_control.txt,"1,493,580,423.72","1,493,580,762.72"
,,Terminal,,"1,493,580,763.71","1,493,580,926.31"
,,Terminal,paper — bash — 80×24,"1,493,580,763.71","1,493,580,875.73"
Terminal,,,,"1,493,580,763.71","1,493,580,926.31"
Terminal,,Terminal,,"1,493,580,763.71","1,493,580,926.31"
Paper,,Terminal,,"1,493,580,763.71","1,493,580,926.31"
,,Terminal,paper — git — 80×24,"1,493,580,877.71","1,493,580,878.71"
,,Terminal,paper — bash — 80×24,"1,493,580,879.70","1,493,580,926.31"
,,TextEdit,,"1,493,580,927.30","1,493,580,975.88"
,,TextEdit,version_control.txt,"1,493,580,927.30","1,493,580,975.88"
Paper,,TextEdit,,"1,493,580,927.30","1,493,580,975.88"
TextEdit,,,,"1,493,580,927.30","1,493,580,975.88"
TextEdit,,TextEdit,,"1,493,580,927.30","1,493,580,975.88"
,,Terminal,,"1,493,580,976.87","1,493,581,044.30"
,,Terminal,paper — bash — 80×24,"1,493,580,976.87","1,493,581,033.40"
Terminal,,,,"1,493,580,976.87","1,493,581,044.30"
Terminal,,Terminal,,"1,493,580,976.87","1,493,581,044.30"
Paper,,Terminal,,"1,493,580,976.87","1,493,581,044.30"
,,Terminal,paper — git — 80×24,"1,493,581,035.38","1,493,581,036.37"
,,Terminal,paper — bash — 80×24,"1,493,581,037.36","1,493,581,044.30"
,,Messages,,"1,493,581,045.29","1,493,581,071.13"
Paper,,,,"1,493,581,072.12","1,493,581,605.59"
,,Google Chrome,,"1,493,581,073.11","1,493,581,076.08"
,,Google Chrome,Background,"1,493,581,073.11","1,493,581,074.10"
Paper,,Google Chrome,,"1,493,581,073.11","1,493,581,076.08"
,,Google Chrome,New Tab,"1,493,581,075.09","1,493,581,076.08"
,,Terminal,,"1,493,581,077.08","1,493,581,078.08"
,,Terminal,paper — bash — 80×24,"1,493,581,077.08","1,493,581,078.08"
Terminal,,,,"1,493,581,077.08","1,493,581,078.08"
Terminal,,Terminal,,"1,493,581,077.08","1,493,581,078.08"
Paper,,Terminal,,"1,493,581,077.08","1,493,581,078.08"
,,Google Chrome,,"1,493,581,079.08","1,493,581,311.36"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,079.08","1,493,581,092.97"
Paper,,Google Chrome,,"1,493,581,079.08","1,493,581,311.36"
,,Google Chrome,New Tab,"1,493,581,093.96","1,493,581,243.86"
,,Google Chrome,git how to move a file - Google Search,"1,493,581,245.84","1,493,581,249.80"
,,Google Chrome,20. Moving files,"1,493,581,250.82","1,493,581,274.63"
,,Google Chrome,git how to move a file - Google Search,"1,493,581,275.62","1,493,581,279.58"
,,Google Chrome,Is it possible to move/rename files in git and maintain their history? - Stack Overflow,"1,493,581,280.57","1,493,581,303.41"
,,Google Chrome,git how to move a file - Google Search,"1,493,581,304.41","1,493,581,306.39"
,,Google Chrome,20. Moving files,"1,493,581,307.39","1,493,581,311.36"
,,Terminal,,"1,493,581,312.35","1,493,581,314.34"
,,Terminal,paper — bash — 80×24,"1,493,581,312.35","1,493,581,314.34"
Terminal,,,,"1,493,581,312.35","1,493,581,314.34"
Terminal,,Terminal,,"1,493,581,312.35","1,493,581,314.34"
Paper,,Terminal,,"1,493,581,312.35","1,493,581,314.34"
,,Finder,,"1,493,581,315.33","1,493,581,321.27"
,,Finder,mp,"1,493,581,315.33","1,493,581,319.29"
Finder,,,,"1,493,581,315.33","1,493,581,321.27"
Finder,,Finder,,"1,493,581,315.33","1,493,581,321.27"
Paper,,Finder,,"1,493,581,315.33","1,493,581,321.27"
,,Finder,paper,"1,493,581,320.28","1,493,581,321.27"
,,Terminal,,"1,493,581,322.27","1,493,581,334.20"
,,Terminal,paper — bash — 80×24,"1,493,581,322.27","1,493,581,334.20"
Terminal,,,,"1,493,581,322.27","1,493,581,334.20"
Terminal,,Terminal,,"1,493,581,322.27","1,493,581,334.20"
Paper,,Terminal,,"1,493,581,322.27","1,493,581,334.20"
,,Finder,,"1,493,581,335.19","1,493,581,338.17"
,,Finder,paper,"1,493,581,335.19","1,493,581,338.17"
Finder,,,,"1,493,581,335.19","1,493,581,338.17"
Finder,,Finder,,"1,493,581,335.19","1,493,581,338.17"
Paper,,Finder,,"1,493,581,335.19","1,493,581,338.17"
,,Terminal,,"1,493,581,339.17","1,493,581,397.83"
,,Terminal,paper — bash — 80×24,"1,493,581,339.17","1,493,581,397.83"
Terminal,,,,"1,493,581,339.17","1,493,581,397.83"
Terminal,,Terminal,,"1,493,581,339.17","1,493,581,397.83"
Paper,,Terminal,,"1,493,581,339.17","1,493,581,397.83"
,,Finder,,"1,493,581,398.82","1,493,581,402.80"
,,Finder,paper,"1,493,581,398.82","1,493,581,402.80"
Finder,,,,"1,493,581,398.82","1,493,581,402.80"
Finder,,Finder,,"1,493,581,398.82","1,493,581,402.80"
Paper,,Finder,,"1,493,581,398.82","1,493,581,402.80"
,,Terminal,,"1,493,581,403.79","1,493,581,428.67"
,,Terminal,paper — bash — 80×24,"1,493,581,403.79","1,493,581,428.67"
Terminal,,,,"1,493,581,403.79","1,493,581,428.67"
Terminal,,Terminal,,"1,493,581,403.79","1,493,581,428.67"
Paper,,Terminal,,"1,493,581,403.79","1,493,581,428.67"
,,Google Chrome,,"1,493,581,429.67","1,493,581,430.66"
Paper,,Google Chrome,,"1,493,581,429.67","1,493,581,430.66"
,,Terminal,,"1,493,581,431.65","1,493,581,491.33"
,,Terminal,paper — bash — 80×24,"1,493,581,431.65","1,493,581,440.61"
Terminal,,,,"1,493,581,431.65","1,493,581,491.33"
Terminal,,Terminal,,"1,493,581,431.65","1,493,581,491.33"
Paper,,Terminal,,"1,493,581,431.65","1,493,581,491.33"
,,Terminal,sections — bash — 80×24,"1,493,581,441.60","1,493,581,489.34"
,,Terminal,paper — bash — 80×24,"1,493,581,490.33","1,493,581,491.33"
,,Finder,,"1,493,581,492.32","1,493,581,515.17"
,,Finder,paper,"1,493,581,492.32","1,493,581,494.31"
Finder,,,,"1,493,581,492.32","1,493,581,515.17"
Finder,,Finder,,"1,493,581,492.32","1,493,581,515.17"
Paper,,Finder,,"1,493,581,492.32","1,493,581,515.17"
,,Finder,reports,"1,493,581,495.31","1,493,581,497.30"
,,Finder,sections,"1,493,581,498.29","1,493,581,499.28"
,,Finder,proposal,"1,493,581,500.27","1,493,581,504.25"
,,Finder,formatting,"1,493,581,506.23","1,493,581,507.22"
,,Finder,proposal,"1,493,581,508.22","1,493,581,510.20"
,,Finder,reports,"1,493,581,511.20","1,493,581,512.19"
,,Finder,sections,"1,493,581,513.19","1,493,581,515.17"
,,Terminal,,"1,493,581,516.16","1,493,581,577.77"
,,Terminal,paper — bash — 80×24,"1,493,581,516.16","1,493,581,566.85"
Terminal,,,,"1,493,581,516.16","1,493,581,577.77"
Terminal,,Terminal,,"1,493,581,516.16","1,493,581,577.77"
Paper,,Terminal,,"1,493,581,516.16","1,493,581,577.77"
,,Terminal,paper — git — 80×24,"1,493,581,568.83","1,493,581,569.83"
,,Terminal,paper — bash — 80×24,"1,493,581,570.82","1,493,581,577.77"
,,Google Chrome,,"1,493,581,578.76","1,493,581,605.59"
Paper,,Google Chrome,,"1,493,581,578.76","1,493,581,605.59"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,579.76","1,493,581,605.59"
,,Messages,,"1,493,581,606.58","1,493,581,654.31"
,,Google Chrome,,"1,493,581,655.30","1,493,581,717.85"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,655.30","1,493,581,668.21"
Paper,,,,"1,493,581,655.30","1,493,581,717.85"
Paper,,Google Chrome,,"1,493,581,655.30","1,493,581,717.85"
,,Google Chrome,paper/proposal at master · michaelpalumbo/paper,"1,493,581,669.21","1,493,581,670.20"
,,Google Chrome,History for proposal - michaelpalumbo/paper,"1,493,581,671.19","1,493,581,677.14"
,,Google Chrome,paper/proposal at master · michaelpalumbo/paper,"1,493,581,678.13","1,493,581,680.11"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,681.10","1,493,581,682.10"
,,Google Chrome,paper/drafts at master · michaelpalumbo/paper,"1,493,581,683.08","1,493,581,688.05"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,689.04","1,493,581,690.03"
,,Google Chrome,paper/sections at master · michaelpalumbo/paper,"1,493,581,691.03","1,493,581,694.99"
,,Google Chrome,History for sections - michaelpalumbo/paper,"1,493,581,695.99","1,493,581,717.85"
,,Messages,,"1,493,581,718.84","1,493,581,770.53"
,,Google Chrome,,"1,493,581,771.52","1,493,581,802.32"
,,Google Chrome,History for sections - michaelpalumbo/paper,"1,493,581,771.52","1,493,581,774.50"
Paper,,,,"1,493,581,771.52","1,493,582,186.66"
Paper,,Google Chrome,,"1,493,581,771.52","1,493,581,802.32"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,775.49","1,493,581,782.46"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,581,783.45","1,493,581,789.40"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,790.39","1,493,581,796.36"
,,Google Chrome,Branches · michaelpalumbo/paper,"1,493,581,797.36","1,493,581,800.33"
,,Google Chrome,michaelpalumbo/paper,"1,493,581,801.32","1,493,581,802.32"
,,Terminal,,"1,493,581,804.30","1,493,581,861.73"
,,Terminal,paper — bash — 80×24,"1,493,581,804.30","1,493,581,806.28"
Terminal,,,,"1,493,581,804.30","1,493,581,861.73"
Terminal,,Terminal,,"1,493,581,804.30","1,493,581,861.73"
Paper,,Terminal,,"1,493,581,804.30","1,493,581,861.73"
,,Terminal,paper — gource — 80×24,"1,493,581,807.27","1,493,581,856.76"
,,Terminal,paper — bash — 80×24,"1,493,581,857.75","1,493,581,861.73"
,,Scrivener,,"1,493,581,862.72","1,493,581,883.59"
,,Scrivener,"Version Control, Social Systems, and Performance - When working on a project, the ability to keep track","1,493,581,862.72","1,493,581,863.71"
Paper,,Scrivener,,"1,493,581,862.72","1,493,581,883.59"
,,Scrivener,Find,"1,493,581,864.71","1,493,581,869.67"
,,Scrivener,"Version Control, Social Systems, and Performance - When working on a project, the ability to keep track","1,493,581,870.66","1,493,581,877.63"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,581,878.63","1,493,581,883.59"
,,Terminal,,"1,493,581,884.59","1,493,581,909.44"
,,Terminal,paper — bash — 80×24,"1,493,581,884.59","1,493,581,909.44"
Terminal,,,,"1,493,581,884.59","1,493,581,909.44"
Terminal,,Terminal,,"1,493,581,884.59","1,493,581,909.44"
Paper,,Terminal,,"1,493,581,884.59","1,493,581,909.44"
,,Scrivener,,"1,493,581,910.43","1,493,581,923.35"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,581,910.43","1,493,581,923.35"
Paper,,Scrivener,,"1,493,581,910.43","1,493,581,923.35"
,,Terminal,,"1,493,581,924.34","1,493,581,933.30"
,,Terminal,paper — bash — 80×24,"1,493,581,924.34","1,493,581,933.30"
Terminal,,,,"1,493,581,924.34","1,493,581,933.30"
Terminal,,Terminal,,"1,493,581,924.34","1,493,581,933.30"
Paper,,Terminal,,"1,493,581,924.34","1,493,581,933.30"
,,Scrivener,,"1,493,581,934.30","1,493,581,948.20"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,581,934.30","1,493,581,948.20"
Paper,,Scrivener,,"1,493,581,934.30","1,493,581,948.20"
,,Terminal,,"1,493,581,949.19","1,493,581,965.11"
,,Terminal,paper — bash — 80×24,"1,493,581,949.19","1,493,581,965.11"
Terminal,,,,"1,493,581,949.19","1,493,581,965.11"
Terminal,,Terminal,,"1,493,581,949.19","1,493,581,965.11"
Paper,,Terminal,,"1,493,581,949.19","1,493,581,965.11"
,,Scrivener,,"1,493,581,966.10","1,493,582,048.55"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,581,966.10","1,493,582,048.55"
Paper,,Scrivener,,"1,493,581,966.10","1,493,582,048.55"
,,Terminal,,"1,493,582,049.55","1,493,582,054.51"
,,Terminal,paper — bash — 80×24,"1,493,582,049.55","1,493,582,054.51"
Terminal,,,,"1,493,582,049.55","1,493,582,054.51"
Terminal,,Terminal,,"1,493,582,049.55","1,493,582,054.51"
Paper,,Terminal,,"1,493,582,049.55","1,493,582,054.51"
,,Scrivener,,"1,493,582,055.50","1,493,582,062.46"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,582,055.50","1,493,582,062.46"
Paper,,Scrivener,,"1,493,582,055.50","1,493,582,062.46"
,,Terminal,,"1,493,582,063.46","1,493,582,067.43"
,,Terminal,paper — bash — 80×24,"1,493,582,063.46","1,493,582,067.43"
Terminal,,,,"1,493,582,063.46","1,493,582,067.43"
Terminal,,Terminal,,"1,493,582,063.46","1,493,582,067.43"
Paper,,Terminal,,"1,493,582,063.46","1,493,582,067.43"
,,Scrivener,,"1,493,582,068.43","1,493,582,133.99"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,582,068.43","1,493,582,076.38"
Paper,,Scrivener,,"1,493,582,068.43","1,493,582,133.99"
,,Scrivener,Find,"1,493,582,077.37","1,493,582,097.25"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,582,098.24","1,493,582,133.99"
,,Terminal,,"1,493,582,134.98","1,493,582,146.90"
,,Terminal,paper — bash — 80×24,"1,493,582,134.98","1,493,582,146.90"
Terminal,,,,"1,493,582,134.98","1,493,582,146.90"
Terminal,,Terminal,,"1,493,582,134.98","1,493,582,146.90"
Paper,,Terminal,,"1,493,582,134.98","1,493,582,146.90"
,,Scrivener,,"1,493,582,147.89","1,493,582,157.83"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,582,147.89","1,493,582,157.83"
Paper,,Scrivener,,"1,493,582,147.89","1,493,582,157.83"
,,Terminal,,"1,493,582,158.83","1,493,582,164.80"
,,Terminal,paper — bash — 80×24,"1,493,582,158.83","1,493,582,164.80"
Terminal,,,,"1,493,582,158.83","1,493,582,164.80"
Terminal,,Terminal,,"1,493,582,158.83","1,493,582,164.80"
Paper,,Terminal,,"1,493,582,158.83","1,493,582,164.80"
,,Scrivener,,"1,493,582,165.79","1,493,582,176.74"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,582,165.79","1,493,582,176.74"
Paper,,Scrivener,,"1,493,582,165.79","1,493,582,176.74"
,,Terminal,,"1,493,582,177.73","1,493,582,182.69"
,,Terminal,paper — bash — 80×24,"1,493,582,177.73","1,493,582,182.69"
Terminal,,,,"1,493,582,177.73","1,493,582,182.69"
Terminal,,Terminal,,"1,493,582,177.73","1,493,582,182.69"
Paper,,Terminal,,"1,493,582,177.73","1,493,582,182.69"
,,Google Chrome,,"1,493,582,184.68","1,493,582,186.66"
,,Google Chrome,michaelpalumbo/paper,"1,493,582,184.68","1,493,582,186.66"
Paper,,Google Chrome,,"1,493,582,184.68","1,493,582,186.66"
,,Messages,,"1,493,582,187.65","1,493,582,218.43"
,,TextEdit,,"1,493,582,219.42","1,493,582,240.29"
,,TextEdit,version_control.txt,"1,493,582,219.42","1,493,582,240.29"
Paper,,,,"1,493,582,219.42","1,493,582,240.29"
Paper,,TextEdit,,"1,493,582,219.42","1,493,582,240.29"
TextEdit,,,,"1,493,582,219.42","1,493,582,240.29"
TextEdit,,TextEdit,,"1,493,582,219.42","1,493,582,240.29"
,,Messages,,"1,493,582,241.27","1,493,582,245.25"
,,TextEdit,,"1,493,582,246.24","1,493,582,321.59"
,,TextEdit,version_control.txt,"1,493,582,246.24","1,493,582,321.59"
Paper,,,,"1,493,582,246.24","1,493,582,321.59"
Paper,,TextEdit,,"1,493,582,246.24","1,493,582,321.59"
TextEdit,,,,"1,493,582,246.24","1,493,582,321.59"
TextEdit,,TextEdit,,"1,493,582,246.24","1,493,582,321.59"
,,Messages,,"1,493,582,322.59","1,493,582,401.98"
,,Google Chrome,,"1,493,582,402.96","1,493,582,413.85"
,,Google Chrome,michaelpalumbo/paper,"1,493,582,402.96","1,493,582,406.92"
Paper,,,,"1,493,582,402.96","1,493,582,413.85"
Paper,,Google Chrome,,"1,493,582,402.96","1,493,582,413.85"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,407.91","1,493,582,413.85"
,,Messages,,"1,493,582,414.84","1,493,582,457.48"
,,Google Chrome,,"1,493,582,458.47","1,493,582,467.37"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,458.47","1,493,582,459.46"
Paper,,,,"1,493,582,458.47","1,493,582,467.37"
Paper,,Google Chrome,,"1,493,582,458.47","1,493,582,467.37"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,461.43","1,493,582,467.37"
,,Messages,,"1,493,582,468.36","1,493,582,494.14"
,,Google Chrome,,"1,493,582,495.13","1,493,582,497.11"
